latitude	longitude	altitude (m)	
32.53083333	-82.93783333	85.7	
35.297	-81.11533333	377.1	
32.95883333	-80.18133333	7.1	
44.38366667	-96.23416667	527.7	
42.082	-70.64083333	7.6	
40.8295	-72.97533333	29.6	
40.0855	-75.60883333	140.5	
49.15616667	-123.9511667	53.4	
30.46333333	-86.655	14.9	
26.05083333	-80.41333333	1.4	
40.74633333	-73.84633333	5.9	
37.605	-122.1238333	1.7	
52.21833333	-0.940333333	66.4	
39.94866667	-75.53716667	110.8	
37.4675	-79.66616667	391.8	
33.94833333	-84.3605	291.5	
37.1835	-78.13466667	146.8	
54.622	-1.603833333	103.4	
39.81716667	-75.8325	129.7	
42.43083333	-71.39533333	59	
52.005	5.547	8.4	
39.4305	-104.6908333	1957.6	
43.25	-8.266666667	121	
42.69783333	-83.05166667	208.1	
34.16666667	-83.11666667	200.9	
35.445	-83.03366667	1039.2	
44.6005	-75.18416667	133.8	
36.692	-4.448	7.5	
26.24666667	-80.27783333	2.5	
59.00533333	9.7045	7.3	
58.29366667	12.307	45.8	
40.1375	-105.2383333	1682.7	
42.24133333	-72.00083333	239.8	
38.04283333	-97.34366667	442.9	
39.0025	-84.68833333	256.6	
54.96333333	-1.6755	2.2	
50.56866667	-124.072	53.6	
48.14883333	16.27816667	232.4	
35.53416667	-78.57416667	88.8	
40.82166667	-97.2155	470.2	
35.13783333	-106.5236667	1726.3	
-33.7685	150.8878333	58.6	
42.1	-97.4	480.3	
39.33166667	-121.078	718.1	
8.052166667	98.8875	11.8	
53.78483333	-3.001166667	4	
28.14133333	-80.66866667	9.8	
60.11166667	24.42866667	32.4	
61.19233333	-149.9061667	30.9	
61.19216667	-149.9061667	31.2	
39.39466667	-76.938	170.8	
39.3975	-104.8055	1976.7	
37.3	-122	71.8	
37.29616667	-121.9555	53.5	
41.5405	-87.5885	188.5	
35.73333333	-81.56716667	401.1	
35.73383333	-81.5665	406.8	
38.8555	-77.1545	77	
34.43483333	-86.53266667	307.9	
28.83333333	-81.36666667	4.4	
28.14766667	-80.678	8.6	
51.75283333	14.2945	71	
37.6175	-97.41166667	398.5	
41.7085	-70.26133333	5.7	
27.696	-82.346	22.2	
37.4	-121.9	13.2	
37.46716667	-79.66633333	389.7	
37.4675	-79.66633333	394.2	
39.2405	-84.4995	241.1	
34.44116667	-84.00233333	383.6	
43.069	-77.53416667	172.6	
38.97083333	-77.10583333	80.9	
47.7	9.2	392	
38.8255	-104.883	1970.5	
34.5	-96.2	171.1	
28.8325	-81.36466667	4.8	
61.17383333	-149.8763333	39.6	
54.62966667	-2.490333333	176.2	
35.68216667	-105.9511667	2116.8	
35.68216667	-105.9496667	2119.5	
33.953	-117.6963333	253.3	
47.7	9.1	392	
48.29483333	16.55216667	153.2	
40.47333333	-104.8925	1460.1	
37.4935	-8.757833333	88.4	
37.9945	0	0	
40.4535	-105.0675	1530.4	
34.3	-103.5666667	1262.5	
33.95333333	-117.6965	253.7	
38.60416667	-92.20833333	204	
30.37883333	-89.108	7.3	
34.47866667	132.4511667	51.4	
51.07783333	3.883	8.8	
34.08333333	-96.5	218.3	
34.085	-96.50966667	204	
51.0445	3.748333333	7.6	
51.0445	3.748666667	7.5	
39	-87.5	134.1	
34.43483333	-86.533	304.8	
43.6325	-116.9661667	729.4	
41.02866667	-85.55583333	266.6	
0	-41.60633333		
48.94133333	-122.7628333	3.4	
40.4735	-104.8923333	1460.2	
65.12883333	25.25866667	12.2	
34.43333333	-86.51666667	346.2	
35.5735	-80.92733333	230.9	
0	-51.23333333	14	
0	-51.328	5.2	
34.43466667	-86.53283333	307.3	
33.78616667	-97	230.7	
49.1715	-122.804	101.2	
46.603	-120.5058333	325.8	
-36.10716667	174.5958333	4.2	
50.96883333	3.972166667	21.3	
42.83866667	-78.6575	232.1	
39.4	-77.5	205	
39.43633333	-77.54783333	171.3	
42.1	-87.9	196.2	
39.23916667	-76.76966667	138.3	
38.71083333	-120.9138333	409	
8.1	98.9	22	
34.43466667	-86.533	306.1	
36.06766667	115.0491667	51.6	
31.23866667	-100.4813333	621.5	
48.8655	14.28316667	1079.8	
39.13666667	-76.455	4.1	
31.23633333	-100.4828333	627.2	
45.19033333	7.516166667	397.2	
31.23633333	-100.4805	633.2	
43.6	-79.7	205.7	
58.44783333	14.89883333	100.1	
47.5125	12.08783333	525.8	
-37.225	173.0083333		
28.14833333	-80.67666667	8.7	
28.14833333	-80.678	8.6	
47.83083333	-101.6208333	664.8	
37.63666667	-122.1258333	6	
36.63533333	-93.217	213.8	
46.71416667	-111.7335	1269.7	
39.59133333	-74.4705	2.9	
57.7975	12.6345	126.8	
53.93166667	10.3285	60.2	
47.66666667	9.116666667	392	
41.60633333	-93.69566667	290.6	
37.43116667	-122.3833333	116.5	
38.8	0.2		
20.2	-155.8	444.6	
38.8	0.15		
38.8	0.166666667		
40.91833333	-121.5495	973.2	
51.08333333	-114.1166667	1111.7	
27.0955	-80.595	8.8	
56.18033333	13.05666667	31	
28.51783333	-81.71533333	60	
48.89883333	2.093833333	92.9	
42.7135	-73.612	155	
59.45416667	18.07083333	47	
56.29116667	13.09616667	82	
20.21666667	-155.8166667	309.3	
59.60033333	11.1795	153.4	
-0.1	-0.1		
40.79216667	-81.60366667	335.8	
59.372	18.6555	28.2	
59.37216667	18.6555	27.8	
59.3725	18.6555	27.2	
45.417	15.42083333	210.2	
37.2355	-119.5196667	952.9	
27.60883333	-82.34783333	17.4	
22.34716667	114.2605	108.4	
54.61666667	-1.5	71	
36.19416667	0		
36.18916667	-82.55283333	485.3	
36.19416667	-82.55233333	518.7	
36.24166667	-115.125	595	
38.61383333	-77.03616667	40.6	
43.54783333	-116.8161667	698.9	
53.10333333	-2.103333333	186	
34.167	-85.11416667	260	
47.73133333	-122.0878333	85.4	
41.87666667	-73.26416667	454.1	
33.19416667	0	1204	
36.21083333	-82.55283333	495.3	
34.088	-96.5145	206.6	
41.84333333	-73.23083333	390.9	
41.87666667	-73.2475	414	
41.87666667	-73.24716667	411.8	
0	-82.55283333		
36.19416667	-82.50283333	450.5	
37.9945	-92.158	368.4	
37.9945	-92.09333333	360	
34.167	-3.114166667	573.6	
38.07866667	-78.49883333	166.7	
39.1	-76.4	0	
48.717	10.75133333	411.4	
48.717	10.752	410.4	
37.9945	-92.16183333	370.9	
37.9945	-92.15683333	369.3	
37.9945	-92.09133333	363.8	
37.9945	-92.09083333	362.6	
43.5	-71.1	294.2	
40.45366667	-105.068	1530.5	
60.25366667	-12.05866667		
41.68166667	-1.023333333	232	
40.88583333	-74.192	164.6	
34.167	-83.61416667	272.8	
37.58333333	-121.9905	24.7	
-51.7495	4.103333333		
51.7495	-4.103333333	164.8	
44.05083333	-70.9855	127	
44.02616667	-70.72716667	141.1	
53.50916667	-2.935	23	
53.50933333	-2.935	22.8	
53.50966667	-2.935	22.4	
53.50966667	-2.935333333	21.8	
53.51533333	-2.936166667	21.8	
51.7495	4.103333333	0.2	
36.24083333	-115.132	598.6	
44.99433333	-84.65816667	400.7	
40.16466667	-95.94533333	314.1	
34.26083333	-118.2886667	552.5	
34.26083333	-118.287	566	
54.86666667	8.9125	13	
39.135	-108.7271667	1363.6	
39.135	-108.718	1371.8	
43.34883333	-4.054166667	22.2	
43.34716667	-4.053333333	22	
51.973	1.371166667	16	
42.80133333	-73.91216667	114.7	
37.73216667	-121.4296667	19.8	
46.73916667	7.626333333	560.4	
34.78916667	-81.1955	194.5	
35.26416667	-120.7113333	93.9	
53.01166667	7.188	3.6	
46.6015	-81.314	271	
40.7045	-82.093	327.7	
34.795	-87.67433333	159.2	
34.18333333	-103.3166667	1219.4	
46.6545	-68.0055	185.3	
44.02666667	-70.727	143.9	
30.66666667	-89.19533333	44	
28.5	-82.7	0	
-27.59616667	-48.58783333	37.1	
43.393	-72.705	312.4	
31.9	-109.1	1359.8	
31.9	-109.0833333	1327.5	
35.89583333	-83.36333333	406.5	
31.86283333	-109.0646667	1262.6	
39.5	88.1	810	
39.8075	88.01916667	886	
34.16783333	-83.11416667	200.7	
37.2	-93.7	348.4	
38.85	-94.66666667	299.8	
38.86	-94.6825	326.6	
35.533	139.6203333	5.1	
35.52666667	139.6186667	3	
43.74633333	-83.96633333	178.3	
44.5	-80	188.7	
-48.72866667	-9.336166667		
30.498	-90.72916667	12.5	
43	-79	181.7	
34.167	-23.11416667		
33.69033333	-86.44133333	268.7	
40.09833333	-75.65716667	134.3	
37.784	-122.1958333	64.5	
44.9945	-84.65816667	400.8	
47.21966667	-124.2046667	36	
41.732	0	236.2	
38.82883333	-104.398	1829.3	
-41.16633333	-175.0216667		
51.92616667	1.263833333	2.6	
57.8375	-4.173666667	20.4	
42.12716667	24.52383333	188.9	
51.328	-114.5925	1362.5	
33.33783333	-111.8445	369.5	
34.7	-111.9	1017.5	
30.36666667	-95.61666667	85	
30.91666667	-95.53333333	42.8	
30.38333333	-95.6	61.6	
30.367	-95.60033333	74.2	
30.36666667	-95.6	73.3	
30.35	-95.58333333	66.5	
30.38333333	-95.61666667	61.6	
30.36666667	-95.58333333	65	
30.367	-95.60216667	74.8	
30.37616667	-95.61116667	61.8	
30.3745	-95.61466667	64.4	
43.4355	-71.50666667	215.1	
42.3845	-72.55116667	45.5	
41.26833333	-85.99133333	240.7	
50.45366667	7.9855	247	
33.8505	-112.6038333	608.5	
40.04116667	-75.78083333	176.8	
44.31116667	-69.1055	124.8	
42.3955	-72.562	42.9	
34.167	0	1006.4	
37.03783333	-95.59	214.1	
35.12683333	0	463	
35.12683333	-9.616666667		
24.55333333	-81.78866667	1.8	
51.5355	-114.6705	1320.4	
51.53416667	-114.6741667	1355.9	
50.85666667	6.023	157	
48.37316667	16.20383333	176.5	
-43.94466667	171.3931667	197.7	
33.5	-117.1	374	
37.88333333	-89.8	108.7	
34.45683333	-111.8611667	1548.7	
24.6	-81.8	0	
52.02	-113.57	925.3	
51.42933333	-114.0271667	1107.8	
-37.804	175.3861667	55.7	
47.70916667	19.62833333	121	
46.71616667	7.628	592.7	
66.338	27.09033333	139.8	
42.2	-77.2	426.2	
34.48583333	-92.8845	158.5	
36.48916667	-88.71833333	142.6	
36.5045	-4.726666667	125.4	
37.63583333	-122.1261667	5.6	
33.48583333	-117.0633333	347.8	
37.65416667	-122.0288333	306.9	
37.44466667	-122.1768333	22.5	
40.87616667	-74.607	224.8	
35.67333333	-105.936	2164.7	
40.7825	-73.957	31.1	
-12.48316667	130.8933333	4.2	
-12.4915	130.8833333	7	
-34.81233333	138.7271667	203.4	
-34.81166667	138.7266667	202	
-34.8	138.7166667	212	
40.13966667	-74.112	3.1	
40.87616667	-74.60716667	224.3	
53.78966667	-30.00166667		
40.87333333	-74.60416667	264.2	
26.4	-82.1	0	
26.437	-82.12633333	2.7	
31.97233333	-81.15966667	5.3	1
0	-81.60366667		
70.79216667	-81.60366667	108.6	
42.4495	-93.80533333	324.5	
43.9875	-83.99366667	197.1	
37.39033333	-122.0245	13.5	
40.79216667	-82.10366667	294	
21.65216667	-158.0511667	136.8	
44.64083333	-93.18333333	284.8	
54.93	9.442166667	39.2	
40.2	-75.6	43.6	
42.25	-0.4495	667	
-42.26383333	-0.4495		
36.4755	-97.42216667	297.8	
58.44183333	14.891	97	
32.9	-105.8	2714.4	
36.39283333	-92.30166667	246.2	
51.74666667	4.096166667	1	
46.353	18.71166667	90.4	
38.6	-121	298.6	
38.3525	-120.5686667	826.4	
38.35216667	-120.5683333	831.4	
38.35216667	-120.568	834.1	
40.79216667	0	808.4	
40.7825	-73.95666667	30.4	
43.17583333	-78.83833333	142.4	
42.17916667	-71.53616667	133.6	
42.17416667	-71.52716667	104.8	
-12.4	130.9	34	
40.79216667	-87.60366667	208.5	
0	-96.19216667		
39	105.2493333	1277	
56.13	-3.317166667	132.4	
20.89166667	-105.4068333	31.6	
39.66983333	105.1431667	1320	
52.46633333	13.35866667	42.8	
52.44166667	13.3195	44.2	
52.45833333	13.33616667	53.4	
52.475	13.35283333	39.4	
52.475	13.33616667	42.8	
52.475	13.30283333	41.8	
52.49166667	13.30283333	37.4	
52.45833333	13.30283333	51	
52.4805	13.30283333	46	
52.47783333	13.30283333	47.9	
43.74133333	-83.9645	178.3	
52.47716667	13.322	49.1	
39.67	105.1431667	1320.6	
39.67	-105.1431667	1747.9	
30.56383333	-96.22533333	71.5	
41.2365	-95.9705	363.5	
40.30466667	-80.07133333	358.6	
48.342	-116.8408333	701.8	
48.48083333	-116.8475	759.2	
36.072	-78.6805	87.6	
20.89166667	105.4068333	189	
30.75116667	-95.20833333	49.6	
30.75116667	-95.208	53.3	
39.808	-83.958	303	
40.45366667	-105.0683333	1530.4	
37.85783333	-122.232	233.8	
41.6	-75.8	299.9	
36.90266667	-116.828	1149.8	
45.5	9.200333333	131.4	
40.7	-82.1	312.3	
-26.13366667	152.6241667	139.2	
32.9395	-105.8188333	2116.8	
42.30383333	-76.22783333	447.1	
32.94033333	-105.842	2088.1	
45.5225	-73.60933333	69.9	
36.00033333	-84.09533333	321.6	
-45.112	170.9381667	44.5	
39.178	-78.16666667	226.7	
60.8	-135.2	831.6	1
42.30383333	-76.223	471.3	
51.53633333	-0.725833333	32	
39.148	-121.6195	18.6	
40.89816667	-73.27516667	14.5	
39.71733333	-74.90733333	41.2	
50.63133333	2.4055	19.2	
50.63083333	2.405833333	19	
50.63116667	2.405833333	19	
26.51966667	-81.93333333	0.9	
42.02416667	-171.255		
42.01533333	-71.52166667	74.8	
37.6	-97.4	389.5	
41.23866667	-95.973	371.3	
42.08133333	-70.64	4.1	
42.0825	-70.6395	4	
42.08366667	-70.63883333	0	
-24.38216667	-65.1425	981	
42.08616667	-70.63783333	0	
41.08333333	-73.05	0	
41.55	-73.05	89	
36.037	-87.145	210.1	
44.167	-83.11416667	175.8	
39.1295	-121.3838333	48.1	
65.12833333	25.26216667	10	
36.10616667	94.98533333	4639.4	
31.83333333	-94.96666667	88.6	
40.88583333	-73.268	56.1	
40.33583333	-82.89583333	298	
47.652	9.131333333	434.8	
30.4	-89.1	7.9	
36.5905	-92.495	311.3	
33.79966667	-118.383	81.1	
35.07166667	-106.6033333	1613.5	
37.78366667	-122.1963333	72	
38.61383333	-77.036	42.4	
50.98783333	6.3145	104.2	
48.25	16.26666667	388	
28.8105	-81.55966667	16.6	
28.81033333	-81.55966667	16.6	
28.48383333	-81.33366667	30.1	
35.73333333	-95.31666667	166.9	
44.553	-69.77833333	139.6	
44.61966667	-69.77833333	80.2	
44.6195	-69.77833333	80.1	
42.12416667	-111.255	2140.6	
52.56666667	4.983333333	-3	
44.99433333	-84.658	400.7	
35.01666667	-89.11666667	158	
48.535	-122.3686667	40.2	
36.23466667	-86.38166667	187.3	
41.0925	-73.00083333	0	
35.11666667	-89.11666667	155.8	
37.39133333	-122.12	38.4	
42.2	-72	241.3	
38.8955	-77.1445	111.7	
31.9405	-105.8416667	1593.8	
0	-95.20816667		
34.9	-80.75	221.4	
38.44633333	122.6953333		
57.83883333	-4.173666667	21.2	
42.3	-94.7	348.5	
40.1	-122.3	125.8	
56.05616667	13.107	180	
52.1	1.5	-2	
37.7835	-122.1965	78.3	
37.78366667	-122.1955	69.8	
34.53116667	-84.4175	494.1	
37.63616667	-122.126	6	
46.8	11.93333333	828	
-37.89466667	144.7675	8.4	
40.1805	-1.3875	1096.4	
52.4235	-1.987333333	188.5	
41.2	-74.1	380.8	
29.80283333	-100.9965	419.3	
52.05	1.116666667	38	
52.55916667	1.9925	0	
50.55916667	1.9925	122	
51.55916667	1.9925	0	
76.55916667	50.9925		
52.55916667	2.9925		
52.55916667	1.166666667	45	
52.55916667	1.5	0	
52.55916667	1.666666667	9	
52.17583333	1.666666667	0	
52.3425	1.666666667	10	
52.3425	1.65	13	
52.3425	1.683333333	10	
52.32583333	1.683333333	0	
52.32633333	1.675	9.8	
52.32666667	1.674666667	11	
52.32833333	1.673666667	6.2	
52.32916667	1.672833333	3.4	
52.32883333	1.652833333	-2.6	
52.32883333	1.665333333	3.4	
52.32883333	1.661166667	-0.7	
52.32883333	1.668	6.2	
53.1	6.4	7	
53.4	6.22	-1	
53.07716667	6.383666667	7.2	
32.71133333	-114.6661667	37.7	
36.07116667	-85.24133333	560.3	
44.49333333	-68.458	29.9	
39.96966667	-74.66466667	17.6	
45.61333333	8.8945	220	
21.3	-89.3	11.5	
45.463	-67.12383333	129.9	
37.61666667	-122.1	1.8	
47.8805	-122.5741667	23	
41.6065	-93.69566667	289.7	
46.3305	6.379166667	397.8	
46.33116667	6.3795	391	
-25.86083333	27.562	1416.6	
40.43716667	-74.3895	41.5	
13.7495	100.6966667	3.8	
37.10616667	-78.918	190.2	
50.407	-4.19	60	
40.43783333	-74.39	42.2	
53.5	-2.5	22	
53.54916667	-2.527833333	102	
40.40383333	-74.40633333	25.4	
41.3195	-112.01	1318.6	
41.2365	-95.97033333	363.9	
35.6305	-79.76383333	224.6	
32.633	-96.9	205	
35.9	-98.2	369.1	
28.531	77.21966667	230.6	
41.74616667	-92.70416667	310.2	
36.108	-122.0166667	0	
41.2	-73.1	6.2	
50.131	8.860833333	103.2	
52.00966667	1.394833333	-0.4	
18.1	-67.3	0	
52.517	4.967833333	0.7	
33.9975	-84.71783333	292.9	
48.69616667	-110.9805	1024	
48.33466667	-110.8438333	902.8	
37.99166667	-92.09716667	356.9	
49.203	-122.8055	84	
51.43	-1.28	112	
39.4045	-104.5518333	1993.2	
26.52533333	-81.94216667	1.9	
26.50866667	-81.90883333	1	
47.55783333	-121.8063333	190.3	
-29.5	30.3	1091	
48.66666667	13.3	357	
38.843	-94.78966667	325.1	
18.06666667	-67.18333333	0.8	
-47.71366667	19.635		
33.29033333	-96.53666667	201.3	
47.55466667	-121.8038333	228.5	
0	-121.8083333		
36.97283333	-25.17133333	93.5	
38.85916667	-77.1575	90	
38.44216667	-122.842	17.4	
47.71366667	19.635	119	
47.70833333	19.635	122	
47.70833333	19.62	124	
47.70833333	19.63366667	122.2	
47.70833333	19.60333333	135	
33.285	-96.573	206.6	
53.37933333	-4.36	94.4	
37.51633333	-122.3091667	97.7	
41	-2	1209	
44.13033333	4.827833333	44.7	
49.83	6.172	323	
52.1095	-5.1725	0	
20.21783333	-155.8163333	292.4	
47.87216667	12.95133333	421.2	
-27.59566667	-48.5875	36.2	
30.28716667	-94.21716667	18.5	
20.89316667	-105.4068333	15.1	
20.89316667	-105.4	23.6	
52.0625	4.506	-4	
40.06033333	-88.17716667	216.1	
41.91933333	-88.183	222.5	
41.53916667	2.4395	32.8	
45.9	8.6	260	
59.93333333	10.668	82.2	
-41.68466667	-4.690333333		
44.08116667	-103.2086667	973.2	
44.0805	-103.2086667	972.9	
44.07783333	-103.2086667	972.8	
44.077	-103.207	972.8	
44.07616667	-103.2041667	970.4	
44.07533333	-103.205	973.1	
41.7	-4.690333333	692.8	
48.735	8.184166667	207	
32.12383333	-107.8021667	1298.5	
52.10933333	-5.1725	0	
41.48166667	-74.09366667	120.3	
48.735	8.184	206.4	
44.8305	-87.33883333	195.6	
48.735	8.183833333	205.8	
48.735	8.017166667	123.8	
48.64583333	-122.3878333	162.5	
34.187	-103.3305	1221	
41.69966667	-4.690333333	693.3	
41.69366667	-4.6875	699.2	
41.71616667	-70.02783333	16.3	
-41.69966667	-4.690333333		
48.87533333	2.718666667	83	
52.663	8.206166667	31.6	
51.29133333	-0.320333333	76.7	
28.4	-80.7	1.4	
40.7855	-81.60583333	346.7	
42.8075	-76.2895	281.6	
42.49116667	-76.29666667	331.9	
37.11283333	-113.5013333	797.6	
37.19616667	-113.8346667	1455.5	
42.14133333	-71.538	135.5	
37.10216667	-113.5003333	812.3	
37.01883333	-113.5003333	869.1	
30.1	-99.1	590	
34.16666667	-83.11416667	206.3	
30.01666667	-99.01666667	505.9	
30	-99.03333333	575.2	
13.74916667	100.6966667	5	
30.05966667	-99.10216667	594.2	
-22.4245	-45.5305	892.9	
44.13833333	4.809666667	47.6	
51.48333333	-2.733333333	11	
51.48533333	-2.7475	9.4	
51.4945	-2.741833333	0.5	
51.293	-2.443666667	76.4	
51.297	-2.445	130.2	
51.29683333	-2.445	128.6	
51.29666667	-2.445166667	127.6	
51.29683333	-2.445166667	129.2	
51.297	-2.445333333	131.2	
37.6	-77.9	84.7	
32.2	-110.7	946.3	
43.99583333	-88.79966667	246.9	
32.6255	-80.18116667	1.4	
32.96466667	-80.1825	7.9	
43.53566667	-90.02383333	273.6	
35.1	-89.1	148.8	
26.88333333	-82.13333333	0	
40.82933333	-72.97516667	28.3	
36.90466667	-119.67	141.8	
46.6	6.55	515	
34.167	-83.1135	202	
-28	-15.55		
28	-15.55	1060	
34.53333333	-96.35	190.2	
44.10083333	-91.01883333	214	
44.10083333	-96.01883333	514.2	
34.167	-84.11416667	348.6	
4.167	-83.11416667		
30.167	-83.11416667	23.8	
34.167	-83.11383333	207	
44.25966667	-69.85233333	102	
10.70133333	-61.50083333	392.4	
30.19383333	-96.65133333	126.5	
33.294	-96.541	206.1	
41.69383333	4.6875		
50.60833333	8.711	171.8	
44.58183333	-78.09883333	249.8	
36.008	-87.955	144	
37.20266667	-121.8698333	156.5	
40.35316667	-74.71966667	44.8	
52.0505	6.086333333	23	
35.1475	-118.5153333	1249.9	
35.445	-83.03333333	1039.2	
-34.96833333	117.2375	115	
42.21666667	-71.5	114.2	
49.20666667	9.513	258.6	
48.93366667	9.743833333	473.6	
30.28666667	-94.21716667	18.3	
61.10633333	-149.8435	59.8	
50.4	-4.5	83	
36.16966667	-85.50916667	341.3	
40.307	-80.075	356.2	
47.988	-19.89116667		
-47.988	19.89116667		
47.98333333	19.88333333	310	
47.98333333	19.9	252	
47.96666667	19.86666667	324	
47.98833333	19.89116667	236	
48.12166667	19.89116667	452.2	
47.855	19.89116667	431.8	
47.98833333	-19.89116667		
47.505	19.89116667	91.8	
47.68833333	19.89116667	117.4	
47.17166667	19.89116667	93	
47.17166667	20.1745	88.2	
47.17166667	19.34116667	109.4	
47.17166667	-18.89116667		
-47.17166667	-18.89116667		
47.17166667	18.89116667	96.8	
47.17166667	19.1745	92.4	
47.98833333	19.1745	191.6	
47.98716667	19.89116667	247.1	
30.28333333	-94.28333333	15.5	
30.3	-94.28333333	18.5	
54.62966667	-2.4905	175.6	
45.11	-71.2945	618.4	
38.31666667	-122.3	16.3	
44.35133333	-68.81866667	18.3	
52.38	0.35		
41.43883333	-81.867	229.8	
35.057	-118.1513333	837.8	
34.167	-83.10583333	183	
44.25483333	-69.85366667	90.4	
30.0625	-99.10383333	565.2	
44.78616667	9.317	1395.8	
30.05916667	-99.10216667	593.7	
34.83966667	-87.60133333	193.4	
50.50166667	-4.418	227.4	
44.90783333	-84.71883333	446.1	
60.188	24.7075	40.4	
52.16366667	1.8945	0	
-31.037	-64.08883333	508.7	
44.58183333	-78.09766667	249.9	
44.57966667	-78.09516667	243.4	
44.5805	-78.09633333	249.8	
42.24616667	72.67633333	3730.8	
41.54333333	2.4445	44.6	
34.9605	-118.938	416.4	
38.7	-89	168.4	
38.83333333	-88.83333333	177.4	
41.79883333	-71.88216667	73.2	
51.987	-5.556166667	0	
-51.987	5.356166667		
-52.61866667	5.554		
39.95566667	0	0.4	
38	-120	1673.6	
38.468	-120.047	2223.3	
30.223	-95.63083333	66.5	
40.766	-124.1643333	42.5	
43.5	-112.1	1438.4	
27.50716667	-82.50866667	0.2	
51.54866667	-114.9903333	1495.1	
32.43066667	-111.0376667	838.4	
28.14783333	-80.67666667	8.8	
36.92083333	-80.39616667	792.6	
36.91633333	-80.38966667	732	
36.84966667	-80.38966667	899.1	
36.783	-80.38966667	948.9	
36.61633333	-80.38966667	435.9	
36.44966667	-80.38966667	350.5	
36.533	-80.38966667	319.6	
36.56633333	-80.38966667	380	
36.54966667	-80.38966667	330.9	
36.54966667	-80.223	355.1	
36.533	-80.223	361.8	
36.54966667	-80.20633333	359.4	
36.54966667	-80.18966667	347.6	
36.54966667	-80.15633333	333.1	
36.54966667	-80.25633333	333.8	
36.54966667	-80.23966667	348.2	
36.54966667	-80.237	349.1	
36.55283333	-80.23616667	352.3	
36.53333333	-80.225	335.7	
36.51666667	-80.225	315.5	
36.56666667	-80.225	323.4	
36.55	-80.225	354.8	
36.54166667	-80.24166667	331.9	
36.525	-80.24166667	346.4	
36.55833333	-80.24166667	344.4	
36.54716667	-80.24166667	344.4	
36.54716667	-80.2305	348.2	
36.54716667	-80.233	353.7	
36.54716667	-80.22466667	370.9	
36.54716667	-80.23333333	351.9	
36.54716667	-80.23466667	341.4	
36.54716667	-80.2355	345.3	
36.5495	-80.2355	358.1	
36.54916667	-80.2355	356.7	
36.5445	-80.2355	349.8	
36.54866667	-80.2355	353.4	
36.54866667	-80.23583333	355	
36.54866667	-80.23616667	355.6	
36.54883333	-80.23616667	355.6	
36.54916667	-80.23616667	355.6	
36.53883333	-80.23616667	336	
36.53333333	-80.23616667	330.1	
36.53466667	-80.23616667	338.8	
36.53616667	-80.23616667	346.6	
36.5445	-80.23616667	356.8	
36.54583333	-80.23616667	342.1	
36.54633333	-80.23616667	343.3	
36.547	-80.23616667	348.3	
36.5475	-80.23616667	352.5	
47.4	-122.4	0	
51.0095	-1.402833333	36.9	
52.00933333	-1.402666667	133.8	
37.5	-123.1166667	0	
35.44516667	-83.03333333	1032.2	
30.751	-95.20816667	49.8	
37.05416667	-7.874666667	38.6	
13.7495	100.697	4	
40.47216667	-74.34966667	9.4	
44.602	-75.18333333	125.8	
52.3	1.7	0	
37.01	-5.013833333	500.6	
52.64116667	8.71	40.2	
50.608	8.71	173	
52.08333333	1.517833333	-1	
51.08333333	1.517833333	0	
52.15	1.467833333	22	
52.152	1.883333333	0	
45.52116667	-122.1613333	535.8	
39.3	-107.7	2320.8	
52.09716667	1.530333333	13.6	
50.14916667	-5.059166667	14	
39.95216667	73.46133333	2474.9	
39.952	-74.53866667	24.6	
-26.2355	27.8875	1605.8	
41.7635	-88.052	230.7	
34.1	-79.4	15.7	
42.98883333	-71.49333333	69.8	
34.01666667	-79.06666667	33.2	
35.698	-82.82966667	937	
41.732	-87.83466667	202.5	
41.39833333	2.0075	35	
51.88333333	5.366666667	4	
33	-83	96.4	
45.50916667	-73.73416667	31.9	
45.625	-122.4081667	118.2	
51.37666667	1.3155	24	
35.4	-83.35	721.3	
40.34783333	-4.053833333	640.5	
51.50916667	-0.406333333	31.6	
60.38383333	23.068	28.6	
52.00966667	1.395	-0.4	
53.273	6.6875	1.6	
52.94366667	6.995333333	5.4	
52.94383333	6.995666667	5.6	
67.01666667	-50.68333333	36	
52.94383333	6.9955	5.6	
37.143	-80.42466667	618.3	
30.40116667	-88.9345	8	
64.533	-21.52683333	57	
34.15	-82.08216667	163.4	
45.1	-94.1	314.3	
45.06083333	-94.07333333	310.1	
45.05616667	-94.08583333	314.2	
33.16333333	-96.57266667	175.5	
34.18333333	-79.76666667	39.4	
64.53366667	-21.52583333	60.8	
44.50966667	-63.94033333	0	
38.65	-112.1333333	1623.6	
47.68216667	15.89716667	455	
44.7	-71.7	580.9	
47.68416667	-122.2133333	40.8	
47.68383333	-122.213	40.8	
33.86116667	-84.028	316.1	
17.7195	99.98383333	162.9	
45.7355	10.938	146	
51.91033333	4.168	0.6	
38.78333333	0.166666667	34.8	
46.96666667	-84.76666667	184	
46.97966667	-84.7825	198	
30.0325	-95.74783333	55.5	
30.0325	-95.7475	55.6	
30.03283333	-95.7475	54.8	
30.03283333	-95.74716667	55	
30.03283333	-95.747	55	
35.12616667	-89.12633333	171.2	
46.6005	-120.5086667	325.3	
47.65166667	-9.131666667		
39.7	-76.6	186.7	
39.70166667	-76.58716667	199.3	
46.7	-117.9	476.1	
46.39716667	-112.7433333	1378.9	
34.3	-110.1	1874.8	
37.32366667	-119.5518333	1073	
27.06083333	-82.50166667	0	
