latitude	longitude	altitude (m)	
28.5305	77.24083333	247.8	
41.06133333	-73.53833333	9	
44.25616667	-121.1828333	921.6	
-33.88033333	18.65833333	112.6	
-27.363	152.963	55.1	
44.07716667	-68.632	8.5	
44.56666667	-106.922	1637.6	
-6.382166667	145.8638333	1683.8	
39.90283333	-85.832	264.1	
28.54816667	-80.8445	4.6	
-35.13066667	147.3755	235.6	
39.92716667	-105.1575	1694.4	
40.28916667	-75.09316667	72.3	
42.96916667	-88.3625	283.8	
42.4	-74.6	694.3	
18.4625	-66.09216667	3	
33.84266667	-94.13683333	110.8	
33.8425	-94.137	110.4	
51.44683333	0.053	52.1	
35.35583333	-76.73333333	1.1	
51.53216667	3.444666667	1.2	
51.9595	4.846166667	-2.4	
26.24316667	-98.216	34.4	
50.781	2.772333333	84.2	
29.69866667	-95.47483333	16.3	
-27.89416667	153.1536667	73.4	
50.40616667	-4.143666667	83.8	
43.78966667	-79.612	179.9	
53.75566667	19.19633333	94	
40.21383333	-74.24133333	31.7	
41.17116667	-87.822	200	
44.367	-92.02566667	214.8	
44.27383333	-92.5465	286.9	
44.448	-92.26566667	211.9	
50.89516667	4.697333333	41.4	
39.76283333	-77.5175	223	
39.77016667	-121.8431667	60.8	
35.7895	-81.34566667	312.5	
45.52166667	-122.4596667	74.8	
54.406	-1.733333333	137	
40.34	-73.975	2.3	
51.27283333	5.565833333	31	
37.09683333	-8.118	46	
40.85633333	-74.0845	49.8	
35.12566667	-118.4745	1218.4	
40.87633333	-124.077	53.3	
44.15516667	-116.008	1170.5	
32.27183333	-110.769	820.7	
44.77633333	-92.84716667	285.1	
39.498	-85.19666667	219.4	
45.4295	-73.85966667	33.1	
42.04783333	-91.56666667	259.7	
41.43266667	-72.19783333	97.3	
43.58283333	-70.22916667	16	
47.91	-53.07	20.2	
32.41766667	-93.69383333	48.9	
34.15266667	-82.0055	150.3	
44.76633333	-79.81966667	179.8	
39.21583333	-121.0245	865.8	
41.73833333	-84.23383333	236.1	
37.38033333	-6.010833333	8.2	
36.76466667	-3.9525	196.8	
28.1095	-81.933	41.7	
38.18533333	-111.1791667	1835.2	
41.81	-73.08866667	295.1	
42.962	-87.85466667	215.1	
31.33716667	-97.5705	232.6	
47.00566667	-120.537	489.1	
61.07	6.58	114	
43.27	-72.78	449.8	
34.86916667	-92.17716667	77.9	
32.5975	-80.1325	0	
51.42083333	5.576666667	24	
52.67966667	7.589666667	20.9	
35.613	-91.40666667	69.2	
41.437	-82.04766667	209.1	
44.302	-92.675	298.5	
22.30416667	114.0141667	4	
42.8035	13.9065	251.8	
27.85166667	-82.78983333	8.4	
42.12116667	-71.43783333	61.8	
41.1	29.6	118	
37.25933333	-121.8953333	56.9	
37.52	-105.0291667	2178.7	
40.11416667	-75.01083333	54	
40.55366667	-74.16133333	23.1	
37.7785	-122.408	6.2	
36.8205	-121.3765	122.7	
45.68883333	8.809	258.9	
48.95383333	18.43416667	617.6	
43.0085	-75.44083333	355.6	
44.03633333	-107.4476667	1353.4	
36.75916667	-3.873833333	89.2	
51.89916667	4.747833333	-1.6	
39.39783333	-77.01666667	178.2	
41.89583333	12.47616667	29.2	
32.26966667	-95.75533333	152.3	
40.4785	-3.718166667	675.1	
-31.4945	115.5856667	20.5	
40.27783333	-111.7145	1401.5	
43.41333333	-3.701666667	19	
44.31	-124.1	20	
53.28466667	-3.734666667	183.8	
41.54	-81.44	293.1	
44.8655	-124.0383333	22.6	
39.16283333	-0.245666667	11.8	
41.93533333	-87.671	181.6	
27.77	-15.5745	68.8	
-20.02533333	57.61883333	32.3	
40.85533333	-124.0905	1.7	
42.11916667	3.126666667	11	
46	12.8	49	
44.15466667	-121.3935	1043.8	
42.93516667	-84.2955	240.8	
-33.82283333	151.1505	16.6	
27.29166667	-80.28233333	4.1	
51.40466667	5.743666667	25.6	
44.5	0.3	62.7	
41.8855	-88.32916667	225.5	
-41.18716667	174.9145	134.6	
38.429	-90.94266667	202.1	1
41.39033333	-81.795	257	
59.50083333	24.8625	41	
50.497	6.708333333	513.6	
41.6885	-71.45616667	7.2	
43.188	-8.5405	468	
34.125	-84.0675	339.2	
39.59833333	-119.7306667	1361.7	
26.993	-82.11466667	1.6	
37.622	15.0455	707.1	
40.38883333	-3.629833333	652.6	
29.66666667	-81.952	44.7	
10.51033333	-66.86133333	975.2	
44.96316667	-73.25166667	36.3	
47.8635	-120.0886667	336.1	
45.87466667	-91.07216667	392.7	
34.11416667	-84.67966667	300.5	
50.35033333	4.2655	155.2	
45.77816667	11.4005	311.6	
45.51083333	9.5755	120.6	
34.28266667	-112.1991667	981.5	
39.655	-75.76183333	36.1	
41.19083333	1.108666667	248	
40.66833333	-74.49683333	64.9	
-37.2505	-144.4786667		
19.6105	-154.9488333	7.8	
52.235	4.814166667	-2	
52.24133333	-7.139666667	19.8	
40.88116667	-73.59966667	52.5	
37.94033333	-77.62566667	80	
38.887	-78.2825	236.3	
52.24166667	0.582833333	85.5	
40.8445	-74.21633333	167.2	
35.62483333	-106.0436667	1957.3	
39.05083333	-120.9906667	655.3	
34.64816667	-87.68566667	247.9	
34.84383333	-87.27533333	211.8	
34.92583333	-87.988	223.1	
33.52	-117.5821667	90.7	
49.65666667	6.078333333	351	
49.6645	6.072833333	254.3	
48.28333333	11.587	473	
50.83616667	6.072166667	169.6	
32.20783333	-110.776	861.3	
48.47816667	-111.3521667	953.4	
39.07666667	-84.25233333	260.7	
47.92016667	-121.9831667	195.3	
45.74483333	-121.2133333	412.1	
45.25783333	-121.1408333	371.6	
-37.3575	144.4978333	587	
43.86616667	-121.4593333	1268.7	
46.707	-118.9206667	342.4	
44.11133333	9.844166667	3.6	
49.2275	-122.8261667	7.3	
31.6795	-110.3925	1388.3	
33.2675	-87.16216667	180.3	
33.15666667	-117.0646667	301.3	
41.44816667	-97.393	444.3	
46.94933333	-120.4545	457.6	
40.83583333	-74.2125	102	
40.25533333	-89.04	226.6	
59.7915	10.6945	98.6	
46.35783333	15.43216667	340.3	
45.6065	-94.0745	331.2	
43.25283333	-79.92283333	94.7	
35.75	-95.327	186.2	
48.628	-111.321	1031.2	
51.46416667	-2.616166667	68.2	
40.40033333	-75.7155	130	
21.16916667	-101.7221667	1971.8	
39.768	-105.1161667	1645.9	
-33.75133333	150.8205	52.6	
34.40316667	-119.2846667	164.2	
44.36916667	9.111666667	104	
48.4175	15.6305	196	
48.4175	15.63083333	196	
47.175	-122.1791667	200.4	
52.6955	6.185666667	1.7	
44.41983333	-106.5886667	1330.8	
38.27466667	-122.6638333	12.1	
42.89783333	-83.68783333	261.5	
52.275	10.54383333	77.4	
40.14533333	-105.1588333	1536.4	
53.23216667	6.604	-1	
39.5	-105	1737.3	
35.13416667	-114.633	199.3	
25.73366667	-100.5293333	778	
49.78816667	-126.4621667	0	
42.98616667	-78.10666667	282.1	
39.64033333	-104.787	1738.5	
43.2	-77.3	145	
56.696	9.558833333	26.2	
38.4875	-122.7071667	146.1	
45.20666667	-73.66233333	65.9	
30.3345	-97.745	206.3	
42.733	-73.843	104.2	
51.0745	4.164166667	0.4	
51.9355	-0.274666667	84.6	
31.7515	-106.2925	1219.1	
-26.10266667	28.04466667	1557.8	
61.42616667	23.738	110.4	
27.50366667	-81.48333333	34.1	
43.383	-79.73483333	90.2	
41.583	-81.07166667	382.4	
47.23583333	-2.159666667	4.6	
42.83083333	-71.785	195.8	
37.29783333	-122.0983333	415.7	
41.3605	-81.27	353.8	
35.28216667	-106.72	1741.7	
50.73966667	-1.994	3.5	
50.7395	-1.993833333	3.2	
40.94766667	-74.18183333	66.2	
39.20433333	-83.9425	289.6	
32.99183333	-97.65933333	264.6	
38.415	-82.443	171.4	
30.4675	-90.141	7.1	
41.20033333	-76.0695	154.8	
31.7	-110.6	1415.4	
44.793	-93.096	302.6	
36.31283333	-115.1913333	703.5	
35.1915	-101.841	1119.5	
17.97033333	-67.04533333	4.2	
28.27066667	-82.72866667	1.5	
39.09466667	-76.54083333	10	
40.82833333	-97.05583333	447.8	
51.04466667	6.145333333	50.5	
30	-92	3.4	
38.79516667	-122.5435	342.8	
41.79116667	-123.377	338.7	
35.18033333	-80.59333333	197.5	
37.336	-89.53516667	137.6	
47.3435	-122.1963333	131.8	
51.64616667	-3.000666667	82	
57.33966667	18.72	1.2	
35.261	-106.7055	1700.8	
33.47483333	-117.6061667	156.6	
-34.78116667	138.7208333	187	
42	88	1371	
42.42083333	-88.283	270.8	
36.25366667	-118.7838333	782	
41.84833333	-71.34866667	19.9	
38.2355	-85.62033333	162.4	
32.66333333	-97.11466667	196	
51.40483333	-0.82	58.8	
43.2355	-78.4905	129.5	
50.95466667	7.1105	71.6	
51.47483333	0	48.4	
38.38466667	-85.79683333	172.6	
47.96383333	12.59283333	552.1	
41.77866667	-72.547	48.7	
50.244	-118.9746667	521	
12.73116667	77.807	878.6	
52.30216667	6.085833333	3	
32.742	-97.6405	278.2	
43.98	-69.98833333	43.3	
-42.8145	147.2416667	93	
32.947	35.09183333	13	
61.0995	-149.7105	391.5	
37.86033333	-122.2348333	287.7	
32.81266667	34.98666667	173.2	
52.168	4.826166667	-4	
42.78883333	-86.098	185.8	
39.22616667	-86.73683333	257.9	
34.979	-83.757	588.2	
39.98116667	-75.058	4.6	
32.2525	-110.789	784.5	
41.77916667	-72.94	132.1	
59.75	10.01933333	9	
47.05316667	8.255	454.4	
50.9275	15.07716667	318.2	
61.625	-149.2046667	131.2	
30.005	-90.14166667	-0.1	
41.993	-87.86516667	192.2	
51.78133333	19.38933333	193.7	
33.7905	-79.01	11.8	
40.89116667	-72.5055	8.5	
35.46116667	-93.5295	117.6	
53.8405	10.09966667	26.8	
44.31816667	-124.1076667	7.8	
42.08616667	-71.47583333	93.2	
49.8175	10.85916667	257	
-34.0865	-70.69416667	488.4	
35.27	-120.41	598.9	
35.47066667	-80.29	193.6	
46.47183333	6.422	401.7	
47.03416667	7.377166667	545.6	
39.615	-105.0728333	1693.7	
-0.3375	36.94216667	1872.6	
36.63383333	-76.04116667	2	
61.06183333	-149.7658333	307.6	
31.73033333	-116.6446667	1	
33.7445	-117.0588333	467.6	
41.17866667	-8.606666667	108.6	
39.60083333	-86.08	249.8	
42.84866667	-81.153	246.8	
32.47716667	-110.9113333	932.5	
37.2625	-122.0033333	110.8	
32.79966667	-91.92	36.2	
29.43266667	-98.94133333	297.4	
38.36133333	-76.40533333	35.4	
44.72	5.06	218	
42.197	-83.50716667	207.4	
40.68333333	22.94933333	83.2	
9.933666667	-84.06533333	1192.6	
43.39216667	-3.227833333	35.7	
40.14216667	-75.10633333	131	
49.2115	-123.0205	63.7	
42.13366667	-71.18516667	70.3	
42.13366667	-71.18533333	70.5	
40.47133333	0.022833333	784.3	
33.49983333	-81.762	105.4	
32.772	-117.2221667	0.2	
62.34033333	5.872833333	95.3	
-37.6775	144.4423333	103.4	
37.8905	-122.0355	81.6	
-26.07016667	28.00116667	1536.4	
63.0905	21.66783333	9.2	
49.8005	5.766666667	409.8	
54.63133333	-1.563166667	87.4	
49.31733333	-103.267	579.5	
39.53766667	-119.9343333	1619.7	
34.3645	-85.12933333	185.7	
-37.45283333	175.9761667	9	
39.43083333	-76.29283333	10.8	
47.73533333	-122.8741667	8	
39.78666667	-105.281	2280.3	
37.03783333	22.1145	22.9	
37.45566667	-77.6165	65.8	
-41.46133333	147.1283333	175.8	
43.04083333	-75.24916667	277	
34.066	-84.82466667	316.1	
51.4775	-2.5725	39	
29.63766667	-98.4	286.5	
40.3005	-75.61866667	102.3	
33.8555	-117.6078333	319	
40.49616667	-122.5678333	329.5	
46.29783333	7.055	1258.8	
-38.16833333	144.5433333	60	
33.83266667	-118.3688333	33.1	
43.96116667	11.14716667	291.9	
41.9475	-78.70716667	478.6	
50.71083333	5.025	80	
32.28233333	-110.9431667	714.6	
41.81833333	-89.98033333	198.5	
47.78816667	-122.011	126.9	
35.85516667	-82.10716667	1132.9	
38.6	-122.6	123.7	
33.49683333	-117.5611667	146	
41.679	-111.873	1369.8	
39.76033333	-121.5836667	593.8	
19.297	-81.368	4	
42.83566667	-91.79916667	305.6	
47.78033333	-122.28	101.6	
50.54133333	6.9175	354.4	
47.99333333	7.8015	245	
53.64833333	-1.821666667	179	
43.21133333	-77.43116667	136.8	
47.0995	7.772166667	762.1	
43.77116667	-66.1115	19.4	
35.43333333	-120.6313333	302.6	
63.3495	10.48516667	167	
49.93	17.26133333	622	
38.16	-85.77683333	162	
39.39283333	-84.3975	243.1	
41.895	-8.091666667	483	
48.51883333	-105.3848333	683.8	
-35.1155	150.0838333	623	
29.5135	-81.2505	9.3	
30.393	-81.49866667	0.6	
40.21466667	-105.2645	1630.5	
40.155	-104.935	1488.2	
40.18616667	-105.157	1540.7	
40.14383333	-105.1736667	1542.4	
40.177	-105.058	1516.9	
40.1505	-104.9575	1493.1	
40.19916667	-105.1095	1536.2	
42.26233333	-83.073	178.8	
42.28166667	-81.84383333	174.8	
43.2505	-81.84933333	189.5	
44.58583333	-80.83483333	308.2	
44.1575	-79.89866667	220.6	
44.15116667	-78.02366667	250.8	
44.626	-78.048	265.3	
45.83233333	-79.4815	371.3	
47.39066667	-79.7605	299	
47.67066667	-80.66633333	332.1	
45.65783333	-77.58033333	176	
44.993	-78.55	392.1	
44.6	-79.05	250.4	
33.6475	-84.083	237.2	
49.4205	-94.0835	336.3	
41.25833333	-81.42033333	317.8	
32.9425	-83.80583333	171.1	
41.24966667	-81.81333333	343.1	
51.43583333	-114.0311667	1113.5	
40.89966667	-111.8516667	1560	
-27.31383333	153.0595	20.2	
50.0015	14.518	304	
-33.7245	151.0386667	168.5	
47.99583333	7.791	234.2	
28.6525	-17.88816667	569.2	
51.4825	0.376666667		
41.34383333	-86.31033333	244	
34.27916667	-118.3628333	368.6	
32.72533333	-97.32083333	198.9	
-20.418	118.6116667	18.2	
37.09533333	-8.679666667	56.6	
46.14166667	8.323	313.2	
41.71866667	-71.27716667	14.3	
38.97666667	-94.985	266.6	
32.37433333	-106.7525	1312.4	
40.21316667	-105.1325	1556.8	
41.76833333	-81.06966667	224.5	
-22	148.05	261	
56.38483333	10.3405	79.2	
40.75833333	14.00966667	18	
34.16033333	-85.19166667	275.7	
44.758	-79.875	180.6	
44.7445	-80.05066667	200	
40.09333333	116.507	29.2	
61.17716667	-149.855	43.9	
33.8255	-118.3408333	25	
45.13283333	-93.01083333	284.4	
51.58533333	0.4845		
40.001	-82.754	330.4	
47.68833333	-116.8671667	778.1	
39.991	-85.07716667	339	
52.41233333	13.34	42.4	
31.4245	-110.4488333	1642.3	
42.38983333	0	1137.8	
51.5095	-0.091	17	
40.05916667	-94.65966667	320.8	
55.77666667	-2.036333333	59.2	
40.62883333	-74.03616667	14.2	
14.61116667	-90.4705	1573.6	
31.733	-86.3545	125.9	
37.36633333	-122.0501667	47.3	
36.04916667	-95.82283333	211.4	
40.048	-82.8185	305.9	
23.3465	-110.1801667	29	
43.65333333	-70.27583333	41.4	
41.92466667	-73.15383333	384.7	
40.05	-76.415	151.4	
39.663	-99.582	609.9	
34.40583333	-110.5671667	2013.6	
38.2195	-99.36216667	632.5	
59.53216667	15.01616667	148.1	
51.20883333	-3.593666667	39.6	
39.45016667	-95.79533333	344	
-33.68833333	18.45183333	20	
30.23833333	-97.91966667	318.9	
59.24666667	14.91683333	100.4	
44.66366667	-73.01333333	113.9	
33.77133333	-117.8758333	41.7	
40.665	-85.81533333	247.7	
46.30966667	14.32883333	434.6	
33.4	-86.8	186.2	
42.20666667	-73.34316667	213.6	
57.73716667	11.78816667	29	
51.97633333	5.3255	5.7	
39.85933333	-83.96083333	262.5	
28.11616667	-82.7395	1.6	
38.76616667	-76.671	26.4	
43.7845	-87.76633333	206.3	
45.005	-123.0403333	39.4	
38.4105	-82.312	170.5	
43.56166667	-95.4545	471.7	
32.8	-95.3	109.7	
60.49416667	15.42466667	145	
33.63	-111.8538333	496.1	
32.8625	-117.002	154.1	
58.264	26.46383333	73.5	
38.39	90.48	3201	
46.29983333	7.539333333	605.4	
52.72416667	174.1188333	63.6	
43.96633333	12.75283333	6.5	
32.82866667	-83.65	132.8	
40.84366667	-73.053	55	
45.91366667	6.851333333	1025	
36.04366667	14.24866667	76.6	
36.04366667	14.24883333	76.6	
40.52	23.148	208.8	
45.59033333	-121.1851667	148.4	
32.75533333	-117.1891667	77.3	
51.02666667	-4.2125	14	
39.88866667	-74.17216667	14.8	
38.28383333	-78.86966667	336.3	
44.34133333	-79.728	314.1	
39.12266667	-104.5105	2139.7	
45.32466667	14.523	286.4	
47.6845	8.618666667	440.5	
34.6	-82.9	200.1	
43.17183333	-70.60833333	6.5	
38.39766667	-105.2608333	1777.5	
30.09166667	-95.93366667	85.2	
44.31366667	-124.1078333	12.5	
33.582	-101.8808333	982.5	
45.40416667	-75.6895	72.7	
45.4045	-75.69066667	71.9	
53.606	11.34133333	51.1	
26.64133333	-81.82633333	6.2	
26.64166667	-81.82666667	5.4	
-33.772	150.7446667	37.8	
53.0725	-2.521333333	38.4	
52.9895	6.530333333	11.6	
43.5465	-72.25783333	310	
52.30583333	10.65883333	87.6	
38.8715	-120.0068333	1913.5	
31.40116667	-110.1846667	1379.1	
30.07216667	-95.40583333	35.7	
65.81333333	15.10966667	544.2	
39.025	-77.21133333	112.1	
40.46116667	-111.2285	2529.3	
35.2455	-96.68783333	277	
38.26133333	-119.2191667	1979.1	
38.39783333	-111.6618333	2160.2	
29.93366667	-90.68016667	1.1	
48.99116667	9.711166667	361.9	
49.1	-122.3	5.5	
34.3395	-84.24166667	303	
31.23916667	121.5901667	1.6	
42.09166667	-88.53616667	271.9	
39.43283333	2.755666667	143.4	
36.97283333	-92.303	363.5	
47.7445	-122.5136667	43.6	
36.31183333	-88.34316667	144	
49.31633333	6.0925	206.2	
39.1125	-104.8686667	2189.7	
39.42966667	-105.0041667	1808.9	
-34.85416667	138.6296667	78.6	
37.22583333	-121.8663333	69.7	
58.68183333	14.127	98.4	
28.9775	-96.64666667	20	
39.46	-77.45966667	152.3	
47.78333333	-122.1225	124.2	
18.47166667	-69.902	38.4	
42.41833333	-88.93916667	261	
35.67766667	-119.2335	107.2	
40.9745	-72.71466667	29.2	
40.97466667	-72.71483333	26	
33.18333333	-96.67533333	192.3	
35.1275	-83.44216667	789.8	
47.2	-122.9575	60.3	
49.09583333	8.000666667	200	
50.73516667	6.125666667	257.6	
51.34566667	1.022666667	50	
51.34583333	1.022833333	49.4	
38.01	-122.0903333	15.1	
41.99166667	-76.68416667	475	
41.8855	-88.47966667	254.5	
40.4755	-104.9211667	1460.1	
32.97383333	-96.85833333	186.9	
-45.83716667	170.6393333	0	
38.6755	-90.00783333	173.4	
52.0305	-0.296333333	41.4	
42.44	-71.78416667	199	
42.3205	12.23666667	490.6	
52.95233333	6.356333333	11.4	
35.513	-87.19	225.9	
53.40633333	-3.118333333	9	
38.72583333	-90.34666667	188.2	
37.324	-80.80566667	544	
43.72933333	-98.03666667	400.5	
41.65633333	-87.88883333	217.7	
45.347	-84.23383333	269.7	
60.37383333	25.81916667	21.6	
38.12966667	-122.1991667	121.1	
30.06083333	-95.15216667	20.4	
52.984	8.8935	4.9	
-34.05833333	151.0765	46	
48.21866667	11.0755	547.2	
40.47216667	-105.4478333	2357.3	
55.97783333	12.39633333	35.7	
42.9305	-72.3855	271.7	
31.7095	-85.12983333	58	
32.76683333	-116.9773333	281.4	
52.08466667	6.460833333	17.4	
37.92983333	-122.3121667	78.6	
1.3135	103.7328333	9.2	
27.802	-82.69666667	15.4	
37.38666667	-122.37	106.8	
43.42716667	-71.88366667	201	
39.67183333	-8.522333333	110.3	
45.38066667	11.38483333	28.7	
55.89916667	8.516333333	9.4	
37.24266667	-4.346	479	
41.49133333	-73.49616667	219.4	
47.01883333	12.375	1348	
44.50133333	-123.3543333	93	
37.11833333	-84.562	332.9	
52.16216667	-7.1525	42.2	
43.36283333	-92.4775	394	
48.01066667	-122.7436667	66	
32.72216667	-97.1375	199.1	
-33.512	151.3215	8.6	
43.19666667	2.979166667	10	
30.49116667	-97.76416667	271	
60.29083333	11.15483333	195	
46.833	9.282	1079.6	
35.75783333	-81.91066667	382.8	
37.63633333	-122.1261667	6.1	
41.15616667	-8.6625	62	
45.39383333	-73.10783333	47.9	
30.26416667	-97.72266667	165.1	
39.71333333	-104.9335	1649.1	
43.02216667	-73.91383333	137.8	
37.04966667	121.59	146	
39	123	-37.6	
39.74216667	-77.40416667	210.8	
29.98966667	22.57	58.2	
19.4	-154.8	0	
40.27966667	-74.927	76.8	
50.9145	-1.517166667	12	
39.72116667	-76.54633333	238.3	
-35.69783333	150.2171667	54.3	
41.5875	-73.947	7.2	
40.8025	-80.12533333	277.5	
46.24533333	5.22	230	
30.10233333	-94.867	24.4	
42.549	-71.388	66.5	
33.424	-111.9075	359.6	
40.22283333	-111.6345	1412.9	
59.2195	18.21	28.6	
45.41383333	-122.7688333	67.3	
0	35.1475	1364	
40.786	-111.7386667	1832.7	
40.227	-105.262	1734.4	
33.742	-96.54283333	224.3	
34.53366667	-97.96	354.5	
45.15266667	-95.00533333	360.5	
41.65	-72.9	72.8	
42.03333333	-83.65	204.8	
52.09833333	6.637833333	25.6	
29.98716667	-90.19083333	-0.9	
42.21883333	-83.76916667	252.9	
52.33216667	4.781166667	-3	
44.80183333	-73.1025	101.1	
42.89466667	-79.0195	179.8	
34.1435	-117.898	233	
35.7495	-95.33083333	177.7	
40.593	-85.984	252.3	
35.161	-92.83283333	90.8	
-37.38	147.827	224.2	
51.54033333	5.705833333	18	
42.06333333	-88.31383333	247.8	
40.13466667	-105.1108333	1521.7	
45.00116667	-89.5995	416.4	
39.095	-84.497	152.6	
38.6845	-77.42983333	83.4	
31.43366667	-97.41083333	225.5	
30.54633333	-97.7075	235.4	
56.40216667	10.911	7.9	
49.4035	8.247666667	115.4	
37.63583333	-122.1205	8.9	
38.37416667	-122.9176667	69.7	
39.3585	-112.299	1672.2	
36.0755	-112.1298333	1190.8	
64.832	15.03333333	545.4	
35.043	-85.2525	319.1	
-17.19583333	145.0803333	505.4	
52.9755	-1.092	66.7	
52.9755	-1.091666667	64	
53.62166667	-1.157166667	22.8	
52.97166667	-1.088333333	58	
52.97533333	-1.092	66.9	
52.45116667	7.0545	22.7	
40.80166667	-72.84716667	12.8	
51.07683333	-113.9493333	1084	
13.66766667	100.6055	7.4	
27.85683333	-81.89166667	44.4	
17.6175	100.095	68	
17.69283333	100.5588333	260.6	
17.94516667	100.6313333	195.1	
17.70583333	100.6423333	176.8	
17.581	100.68	308.4	
17.8585	100.9643333	339.3	
18.1855	101.0658333	387.6	
17.64416667	100.0416667	81	
11.29366667	99.37616667	81.7	
6.883	101.2335	4.3	
6.934833333	101.308	8.2	
6.540166667	101.2505	18.4	
6.450833333	101.4886667	30	
5.925666667	101.6436667	139.2	
43.13083333	-77.51066667	97.4	
37.36783333	-122.1678333	247.3	
34.01333333	-118.4731667	42.1	
31.41166667	-110.0091667	1449.8	
41.96583333	-87.8445	192.1	
44.085	-92.50516667	330.7	
35.89583333	-83.36366667	409	
48.165	-122.2683333	115.9	
38.89066667	-77.14	94.7	
29.52333333	-95.17633333	6.8	
31.39966667	-96.28	119	
30.26566667	-90.9755	5.8	
38.8895	-94.81966667	302.7	
34.21666667	-117.1228333	1903.7	
33.0195	-97.03666667	173.5	
56.091	12.42733333	7.5	
36.9525	-25.103	27	
51.04966667	3.266333333	25.2	
39.2405	-84.49966667	241.6	
33.56166667	-96.90216667	225.3	
49.67466667	8.2815	104.1	
29.90416667	-95.67583333	42.5	
29.66383333	-82.30883333	53.4	
43	-88.6	263.9	
51.64716667	7.199166667	72	
50.91283333	12.885	287.2	
52.49783333	9.121166667	34	
51.738	10.05	189	
52.538	14.2195	57	
50.95833333	10.71383333	295	
47.9005	8.146333333	857.2	
51.2235	7.6485	423.2	
50.877	11.5895	189.1	
36.50033333	-4.7345	104.9	
50.91	8.044166667	312	
48.9205	9.481333333	283.4	
53.22216667	8.795333333	18	
48.37366667	7.888833333	165.6	
48.22966667	9.648333333	508.6	
51.71833333	8.9375	286	
50.16616667	8.8525	132.8	
54.23583333	9.659166667	4	
48.35366667	9.248	741.1	
50.0985	8.261166667	168.4	
52.4625	9.7415	50.8	
48.05666667	10.63666667	602	
49.52966667	10.90616667	328.6	
50.01583333	11.495	315	
28.8055	-81.24416667	1.6	
43.495	-3.556666667	46	
43.55283333	-5.929333333	29.6	
43.375	-8.435333333	85.2	
42.981	-2.6425	566.6	
41.40866667	2.1105	213.5	
38.7905	0.039166667	95.8	
37.4355	-6.047166667	25	
58.53866667	23.68716667	4.4	
50.968	2.4405	16.6	
47.7605	2.361666667	117.4	
47.9095	7.448666667	209.6	
50.23633333	3.445333333	51.3	
50.63133333	2.405833333	19	
48.73916667	1.352166667	132.4	
52.31633333	1.436666667	33.4	
50.893	-0.326666667	12	
51.3775	1.309666667	24.4	
51.28366667	-2.49	97.6	
51.47616667	0.148333333	27.1	
52.12083333	-2.305	46	
54.6295	-2.4905	175.4	
54.44666667	-0.954333333	202.2	
57.8375	-4.1755	21.4	
57.1875	-7.399666667	5.4	
42.9	-2.6	596	
43.3	-123.1	213.4	
46.83566667	7.568	531.1	
47.30533333	7.9455	438.7	
47.65166667	9.131666667	436	
45.4975	9.196666667	136	
47.50166667	8.437833333	496.6	
50.31883333	4.159666667	123	
46.70583333	19.85666667	95	
45.39283333	5.154833333	368.5	
41.787	12.44783333	56.8	
45.56383333	12.22783333	7.8	
44.45916667	11.964	9.8	
44.4895	11.317	70.4	
40.84083333	14.22916667	188	
44.785	9.316666667	1441	
44.70933333	8.5545	146.3	
46.27	9.866666667	996	
45.87333333	9.066666667	1315	
41.86366667	13.03133333	517.7	
45.1055	7.7225	215.2	
45.55083333	10.94466667	292.2	
44.48583333	11.34883333	72.4	
43.18333333	11.78333333	253	
36.0345	-88.24416667	149.6	
28.93916667	-96.523	15.3	
32.35966667	-106.8336667	1193.8	
29.5365	-95.10166667	4.4	
28.7795	-96.83033333	18.2	
38.03416667	-121.881	2.6	
34.0095	-117.6705	223.2	
32.84266667	-117.2048333	86.3	
34.604	-120.489	444.6	
44.99866667	-105.1995	1169.9	
39.873	-86.20166667	242.1	
41.2945	-88.32233333	168.4	
39.66116667	-86.188	208	
37.21866667	-107.1025	2265.7	
41.98833333	-70.82566667	15.8	
38.7	-90.5	137.3	
38.713	-90.4585	157.7	
38.70083333	-93.2845	256.7	
42.63583333	-70.59733333	5.5	
42.363	-71.1075	5.8	
41.12533333	-73.808	93.9	
39.35	-76.42	13.4	
45.36133333	-84.95116667	226.7	
30.28333333	-94.25	18.8	
35.3015	-106.4115	1915.2	
34.08016667	-117.3796667	343.2	
39.95383333	-91.3925	174.5	
40.19316667	-85.68883333	270.5	
43.04733333	-76.15516667	119.6	
43.13166667	-77.56333333	147.6	
40.04083333	-74.73466667	19.5	
33.41583333	-111.4933333	555.2	
36.14916667	-79.1875	206.8	
39.17866667	-85.9665	196.1	
31.74633333	-97.1195	178.3	
34.71283333	-111.9066667	1031.7	
31.6715	-96.4705	154.7	
32.38783333	-106.7233333	1329.2	
40.52583333	-111.9236667	1335.7	
47.23583333	-88.43866667	371.4	
43.32	-88.16816667	272.9	
38.66666667	-90.25	150.8	
27.92883333	-80.65333333	7	
36.15066667	-79.78916667	247.4	
31.4245	-100.4461667	561.8	
43.15483333	-86.27416667	186.5	
34.34016667	-86.49283333	329.8	
36.008	-87.956	147.8	
33.29866667	-86.86966667	141.9	
30.79966667	-84.32833333	87	
33.02183333	-97.22633333	180.1	
39.69316667	-119.9606667	1566.7	
30.4245	-97.73333333	259.4	
30.42433333	-97.73333333	259.3	
37.674	-122.0535	113.6	
28.02666667	-82.723	28.5	
28.42616667	-80.71166667	2.2	
