latitude,longitude
51.5505,-0.356666666666667
10.7208333333333,-61.5061666666667
48.1646666666667,-122.268333333333
37.6113333333333,-77.9491666666667
39.9556666666667,-75.5845
39.7381666666667,-76.0408333333333
40.0683333333333,-75.7731666666667
40.071,-75.5205
40.1646666666667,-75.7261666666667
40.1138333333333,-75.9443333333333
39.9428333333333,-75.717
39.9231666666667,-75.988
41.6063333333333,-93.6955
41.6065,-93.6958333333333
38.073,-122.833333333333
40.8263333333333,-73.562
31.2373333333333,-81.4951666666667
45.5,-67.1
42.2433333333333,-71.1978333333333
52.6705,-3.81683333333333
30.5485,-97.626
42.7513333333333,-73.8788333333333
40.8771666666667,-82.647
34.3876666666667,-101.759666666667
48.869,-122.623
39.4633333333333,-8.19883333333333
50.9493333333333,-2.62683333333333
42.7245,-71.5575
42.3246666666667,-85.5485
48.7525,13.8188333333333
47.757,11.368
-17.0198333333333,145.337666666667
41.8988333333333,-71.1385
39.1418333333333,-76.5075
40.4371666666667,-74.3893333333333
50.958,6.7625
58.275,7.97616666666667
62.1038333333333,25.6486666666667
30.3621666666667,-81.5588333333333
35.1475,-118.507
37.3413333333333,-77.6358333333333
38.9558333333333,-123.544666666667
34.1763333333333,-118.598
39.5233333333333,-76.1658333333333
30.2558333333333,-81.7041666666667
33.921,-118.054333333333
49.9538333333333,9.07883333333333
35.8461666666667,-82.0971666666667
34.1471666666667,-81.2153333333333
37.771,-92.6518333333333
41.7283333333333,-72.7808333333333
42.238,-72.6828333333333
21.2936666666667,-157.792
35.8,-79.1
38.0725,-120.5655
35.1653333333333,-118.503833333333
50.5666666666667,9.56666666666667
19.2955,-81.3696666666667
40.9191666666667,-77.047
58.0145,11.5863333333333
39.4446666666667,-87.367
60.1896666666667,21.8971666666667
30.4091666666667,-87.3913333333333
42.2708333333333,-94.7303333333333
44.3788333333333,-72.5813333333333
55.4955,9.75416666666667
42.5128333333333,-72.8495
35.2671666666667,-114.043833333333
40.6858333333333,-112.0105
39.902,-85.9236666666667
29.6733333333333,-82.7011666666667
42.897,-85.7791666666667
33.3978333333333,-110.773
39.2366666666667,-76.697
53.1596666666667,5.667
38.962,-104.770333333333
48.3053333333333,-122.670166666667
31.8436666666667,-94.9683333333333
40.3233333333333,-105.181666666667
50.7203333333333,-1.27033333333333
48.1063333333333,11.7083333333333
37.2746666666667,-122.023
26.8736666666667,-80.0695
-27.76,153.143
47.7,-122.2
37.1833333333333,-78.1353333333333
43.876,-69.4943333333333
34.182,-118.898666666667
44.28,-120.901333333333
38.8,-91.1
50.9333333333333,4.03333333333333
36.8716666666667,-121.6555
41.8716666666667,-93.8128333333333
42.8645,-74.7208333333333
49.4483333333333,-2.54
39.8836666666667,-75.0155
28.6433333333333,-81.293
38.1488333333333,-121.2895
35.838,-78.5596666666667
38.7816666666667,-76.2521666666667
44.8,-87.3
49.0941666666667,-123.061166666667
39.015,-95.7528333333333
30.3786666666667,-87.063
42.2121666666667,-71.1146666666667
43.1761666666667,-79.4716666666667
38.9713333333333,-92.76
30.3853333333333,-84.2236666666667
33.8241666666667,-116.396166666667
44.8211666666667,-119.418833333333
39.5238333333333,-104.928333333333
43.3736666666667,-70.468
42.308,-122.898666666667
27.0958333333333,-82.4411666666667
